date,country_territory_area,total_confirmed_cases,total_confirmed_new_cases,total_deaths,total_new_deaths
2020/06/19,FrenchGuiana,1758,204,5,0
2020/06/19,FrenchPolynesia,60,0,0,0
2020/06/19,Gabon,4340,111,32,2
2020/06/19,Gambia,36,2,1,0
2020/06/19,Georgia,895,2,14,0
2020/06/19,Germany,187764,0,8856,0
2020/06/19,Ghana,12929,339,66,0
2020/06/19,Gibraltar,176,0,0,0
2020/06/19,Grandtotal,8385440,142451,450686,5151
2020/06/19,Greece,3227,24,188,1
2020/06/19,Greenland,13,0,0,0
2020/06/19,Grenada,23,0,0,0
2020/06/19,Guadeloupe,171,0,14,0
2020/06/19,Guam,185,5,5,0
2020/06/19,Guatemala,11251,545,432,14
2020/06/19,Guernsey,252,0,13,0
2020/06/19,Guinea,4841,173,26,0
2020/06/19,Guinea-Bissau,1512,20,16,1
2020/06/19,Guyana,183,12,12,0
2020/06/19,Haiti,4688,141,82,2
2020/06/19,HolySee,12,0,0,0
2020/06/19,Honduras,10299,643,336,6
2020/06/19,Hungary,4081,2,568,0
2020/06/19,Iceland,1816,1,10,0
2020/06/19,India,380532,13586,0,12573
2020/06/19,Indonesia,42762,1331,0,2339
2020/06/19,Iran(IslamicRepublicof),197647,2596,9272,87
2020/06/19,Iraq,25717,1463,856,83
2020/06/19,Ireland,25355,14,1714,4
2020/06/19,IsleofMan,336,0,24,0
2020/06/19,Israel,19876,239,303,0
2020/06/19,Italy,238159,331,34514,66
2020/06/19,Jamaica,626,5,10,0
2020/06/19,Japan,17740,72,935,0
2020/06/19,Jersey,318,2,30,0
2020/06/19,Jordan,1001,14,9,0
2020/06/19,Kazakhstan,16351,474,105,5
2020/06/19,Kenya,4257,213,117,0
2020/06/19,Kuwait,38074,541,308,2
2020/06/19,Kyrgyzstan,2789,132,32,1
2020/06/19,LaoPeople'sDemocraticRepublic,19,0,0,0
2020/06/19,Latvia,1108,4,30,0
2020/06/19,Lebanon,1495,6,32,0
2020/06/19,Lesotho,4,0,0,0
2020/06/19,Liberia,542,26,33,0
2020/06/19,Libya,510,28,10,0
2020/06/19,Liechtenstein,83,0,1,0
2020/06/19,Lithuania,1784,6,76,0
2020/06/19,Luxembourg,4091,6,110,0
2020/06/19,Madagascar,1403,25,13,1
2020/06/19,Malawi,592,20,8,2
2020/06/19,Malaysia,8529,14,121,0
2020/06/19,Maldives,2137,17,8,0
2020/06/19,Mali,1906,16,107,0
2020/06/19,Malta,663,1,9,0
2020/06/19,Martinique,221,19,14,0
2020/06/19,Mauritania,2223,166,95,2
2020/06/19,Mauritius,337,0,10,0
2020/06/19,Mayotte,2383,38,29,0
2020/06/19,Mexico,159793,4930,19080,770
2020/06/19,Monaco,99,0,1,0
2020/06/19,Mongolia,201,4,0,0
2020/06/19,Montenegro,337,4,9,0
2020/06/19,Montserrat,11,0,1,0
2020/06/19,Morocco,9074,77,213,0
2020/06/19,Mozambique,662,11,4,0
2020/06/19,Myanmar,286,23,6,0
2020/06/19,Namibia,39,5,0,0
2020/06/19,Nepal,7848,671,22,2
2020/06/19,Netherlands,49319,115,6078,4
2020/06/19,NewCaledonia,21,0,0,0
2020/06/19,NewZealand,1157,0,22,0
2020/06/19,Nicaragua,2014,0,64,0
2020/06/19,Niger,1020,0,67,0
2020/06/19,Nigeria,18480,745,475,6
2020/06/19,NorthMacedonia,4664,182,216,6
2020/06/19,Norway,8692,32,244,1
2020/06/19,Oman,26818,739,119,3
2020/06/19,Other*,741,0,0,13
2020/06/19,Pakistan,165062,4944,3229,136
2020/06/19,Panama,22597,635,470,13
2020/06/19,PapuaNewGuinea,8,0,0,0
2020/06/19,Paraguay,1330,22,13,0
2020/06/19,Peru,240908,3752,7257,201
2020/06/19,Philippines,27799,561,1116,8
2020/06/19,Poland,31015,314,1316,30
2020/06/19,Portugal,38089,417,1524,1
2020/06/19,PuertoRico,6111,108,147,0
2020/06/19,Qatar,84441,1267,86,4
2020/06/19,RepublicofKorea,12306,49,280,0
2020/06/19,RepublicofMoldova,13106,374,449,16
2020/06/19,Romania,23080,320,1473,22
2020/06/19,RussianFederation,569063,7972,7841,181
2020/06/19,Rwanda,646,7,2,0
2020/06/19,Réunion,502,5,1,0
2020/06/19,SaintBarthélemy,6,0,0,0
2020/06/19,SaintKittsandNevis,15,0,0,0
2020/06/19,SaintLucia,19,0,0,0
2020/06/19,SaintMartin,42,0,3,0
2020/06/19,SaintPierreandMiquelon,1,0,0,0
2020/06/19,SaintVincentandtheGrenadines,29,0,0,0
2020/06/19,SanMarino,709,0,42,0
2020/06/19,SaoTomeandPrincipe,388,0,10,0
2020/06/19,SaudiArabia,145991,4757,1139,48
2020/06/19,Senegal,5475,106,76,3
2020/06/19,Serbia,12616,94,258,1
2020/06/19,Seychelles,11,0,0,0
2020/06/19,SierraLeone,1272,23,51,0
2020/06/19,Singapore,41473,257,26,0
2020/06/19,SintMaarten,77,0,15,0
2020/06/19,Slovakia,1562,1,28,0
2020/06/19,Slovenia,1511,8,109,0
2020/06/19,Somalia,2719,23,88,0
2020/06/19,SouthSudan,1813,6,31,0
2020/06/19,Spain,245268,585,27136,0
2020/06/19,SriLanka,1947,23,11,0
2020/06/19,Subtotalforallregions,8384699,142451,450673,5151
2020/06/19,Sudan,8020,0,487,0
2020/06/19,Suriname,261,19,7,1
2020/06/19,Sweden,56043,1481,5053,12
2020/06/19,Switzerland,31117,17,1677,0
2020/06/19,SyrianArabRepublic,187,9,7,0
2020/06/19,Tajikistan,5279,58,51,0
2020/06/19,Thailand,3146,5,58,0
2020/06/19,TheUnitedKingdom,300473,1218,42288,135
2020/06/19,Timor-Leste,24,0,0,0
2020/06/19,Togo,544,7,13,0
2020/06/19,TrinidadandTobago,123,0,8,0
2020/06/19,Tunisia,1132,4,50,0
2020/06/19,Turkey,184031,1304,4882,21
2020/06/19,TurksandCaicosIslands,12,0,1,0
2020/06/19,Uganda,823,0,0,0
2020/06/19,Ukraine,34984,921,985,19
2020/06/19,UnitedArabEmirates,43752,388,298,3
2020/06/19,UnitedRepublicofTanzania,509,0,21,0
2020/06/19,UnitedStatesVirginIslands,73,0,6,0
2020/06/19,UnitedStatesofAmerica,2149166,23139,117472,770
2020/06/19,Uruguay,849,0,24,0
2020/06/19,Uzbekistan,5855,158,19,0
2020/06/19,Venezuela(BolivarianRepublicof),3386,236,28,1
2020/06/19,VietNam,342,7,0,0
2020/06/19,Yemen,913,7,249,4
2020/06/19,Zambia,1416,4,11,0
2020/06/19,Zimbabwe,463,62,4,0
2020/06/19,occupiedPalestinianterritory,795,50,5,0
